"category","source","count","channels","example_title","example_url"
"地方政府/地方主管部门","杭州市人民政府","1","hot","到2027年底，杭州市农作物秸秆综合利用率稳定在97%以上","https://www.ditan.com/news/hot/5122.html"
"地方政府/地方主管部门","杭州市政府","1","hot","杭州市空气质量持续改善行动计划","https://www.ditan.com/news/hot/5794.html"
"其他/待人工判断","和讯网","1","hot","天齐锂业计重启澳大利亚2.4万吨电池级氢氧化锂项目","https://www.ditan.com/news/hot/3623.html"
"企业/项目公司","河北港口集团","1","hot","河北秦皇岛首个工商业储能电站并网","https://www.ditan.com/news/hot/8006.html"
"中央部委/国务院/监管","河北省发展和改革委员会","1","hot","河北发布2026-2030能源装备方案，推动储能多元化发展","https://www.ditan.com/news/hot/101238.html"
"地方政府/地方主管部门","河北省人民政府关","1","hot","河北省：“十四五”期间累计淘汰关停燃煤机组29台","https://www.ditan.com/news/hot/3739.html"
"地方政府/地方主管部门","河北省生态环境厅","1","hot","河北省生态环境厅印发《河北省先进低碳工艺、技术、 装备目录（2023年）》","https://www.ditan.com/news/hot/4673.html"
"地方政府/地方主管部门","河北省政府","1","hot","加强生态环境分区管控！河北实施意见来了！","https://www.ditan.com/news/hot/5938.html"
"其他/待人工判断","河南环境厅","1","hot","河南：危险废物利用处置现状：产能过剩与投资引导","https://www.ditan.com/news/hot/6169.html"
"中央部委/国务院/监管","河南省发展和改革委员会","1","hot","河南公示 9 个省级循环经济产业园区创建名单","https://www.ditan.com/news/hot/9291.html"
"地方政府/地方主管部门","河南省工业和信息化厅","1","hot","河南推绿色金融试点 碳排放权等可抵质押融资","https://www.ditan.com/news/hot/9172.html"
"地方政府/地方主管部门","河南省交通运输厅","1","hot","“光伏+”储能/“风电+”储能！河南打造智慧港航","https://www.ditan.com/news/hot/8024.html"
"地方政府/地方主管部门","河南省能源局","1","hot","2025 年河南省能源工作会议在郑州召开","https://www.ditan.com/news/hot/6472.html"
"地方政府/地方主管部门","河南省生态环境厅","1","hot","《河南省2024年重污染天气重点行业绩效分级创A晋B行动方案》发布","https://www.ditan.com/news/hot/4137.html"
"地方政府/地方主管部门","河南省周口市川汇区人民政府","1","hot","河南周口：新能源重大项目政策支持","https://www.ditan.com/news/hot/11455.html"
"会议/活动/展会","河南郑州航空港发展和统计局","1","hot","最高6000万元资助！河南郑州重点支持固态电池/储能IGBT/储能系统等领域","https://www.ditan.com/news/hot/5451.html"
"地方政府/地方主管部门","黑龙江省发展改革委","1","hot","黑龙江规范分布式光伏开发建设 明确多项要求","https://www.ditan.com/news/hot/9530.html"
"其他/待人工判断","红星新闻","1","hot","发展新质生产力，为何要防止一哄而上","https://www.ditan.com/news/hot/1614.html"
"地方政府/地方主管部门","呼和浩特市人民政府","1","hot","呼和浩特印发营商环境创优提质行动方案","https://www.ditan.com/news/hot/10864.html"
"地方政府/地方主管部门","呼伦贝尔市科技局","1","hot","华能/卫蓝/天目湖等参与！内蒙古科技“突围”工程“储能与新型电力系统”专项启动","https://www.ditan.com/news/hot/8298.html"
"地方政府/地方主管部门","湖北生态环境厅","1","hot","湖北省碳普惠体系建设实施方案(2024-2027年)","https://www.ditan.com/news/hot/6012.html"
"地方政府/地方主管部门","湖北省发展改革委","1","hot","湖北发布关于建立新型储能价格机制通知","https://www.ditan.com/news/hot/9664.html"
"地方政府/地方主管部门","湖北省公共资源交易电子服务系统","1","bidding","18.8亿！汉江流域(樊城段)城乡融合发展和绿色生态示范(EOD)项目实施主体招标！","https://www.ditan.com/news/bidding/4142.html"
"地方政府/地方主管部门","湖北省能源局","1","hot","湖北省发布2026年度清洁生产审核重点企业名单","https://www.ditan.com/news/hot/11212.html"
"地方政府/地方主管部门","湖南省林业局","1","hot","靖州 2025 年首笔林业碳票交易达成，开启绿色发展新篇","https://www.ditan.com/news/hot/6624.html"
"地方政府/地方主管部门","湖南省生态环境厅","1","hot","湖南省关于印发《关于加强重点城市大气污染联防联控的若干措施》的通知","https://www.ditan.com/news/hot/8713.html"
"地方政府/地方主管部门","湖州市发改委","1","hot","浙江湖州：入选浙江省储能示范项目 所需能耗由湖州市统筹解决","https://www.ditan.com/news/hot/4359.html"
"企业/项目公司","华北电力设计院有限公司","1","hot","中国能建华北院助力氢能装备测试平台取得关键进展","https://www.ditan.com/news/hot/6670.html"
"其他/待人工判断","华北能监局","1","hot","华北能源监管局印发通知加强发电业务许可监管","https://www.ditan.com/news/hot/6270.html"
"央国企/能源集团/电网","华电集团电子商务平台","1","bidding","华电新疆发电有限公司昌吉分公司2号机组脱硫系统提效改造项目招标","https://www.ditan.com/news/bidding/3534.html"
"央国企/能源集团/电网","华电能建","1","hot","华电科工首个飞轮储能示范项目在山西榆次成功并网投运","https://www.ditan.com/news/hot/100760.html"
"协会/联盟/研究机构","华东勘测设计研究院","1","hot","国内首台 SBE 创竖井掘进日进尺世界纪录","https://www.ditan.com/news/hot/7061.html"
"地方政府/地方主管部门","华东能源监管局","1","hot","华东能源监管局强化电力中长期批发交易监管","https://www.ditan.com/news/hot/9504.html"
"其他/待人工判断","华尔街见闻","1","hot","外交部称中国推动COP28大会取得积极成果，国际能源署署长称中国是清洁能源领域的冠军","https://www.ditan.com/news/hot/667.html"
"其他/待人工判断","华尔街日报","1","hot","美国拜登政府拟对中国电动车提高关税","https://www.ditan.com/news/hot/907.html"
"央国企/能源集团/电网","华能电子商务平台","1","bidding","中国华能 2026-2027 光伏支架框架采购公开招标","https://www.ditan.com/news/bidding/10384.html"
"其他/待人工判断","华润电力","1","hot","华润电力完成双大语言模型部署，推进智慧办公与业务智能化","https://www.ditan.com/news/hot/7019.html"
"企业/项目公司","华润电力重能新疆公司","1","hot","华润电力重能新疆公司2×100万千瓦煤电项目2号机组完成首次并网","https://www.ditan.com/news/hot/7987.html"
"其他/待人工判断","华声在线","1","hot","长沙橘子洲成国内首个“零碳岛”","https://www.ditan.com/news/hot/4976.html"
"企业/项目公司","华为数字能源","1","interview","华为侯金龙：全场景构网，光风储协同，推动新能源成为主力电源","https://www.ditan.com/news/interview/9168.html"
"其他/待人工判断","华夏时报","1","hot","进口格局生变！碳酸锂期货逼近10万元大关，锂电板块飙涨引爆市场","https://www.ditan.com/news/hot/8851.html"
"其他/待人工判断","环保在线","1","hot","中建八局牵头中标近30亿宣城市水东镇水阳江南漪湖流域生态环境治理与乡村振兴融合发展(EOD)项目！","https://www.ditan.com/news/hot/3506.html"
"公众号/自媒体/个人号","环球零碳研究中心","1","hot","德国总理访华，新能源和绿色科技合作成为重头戏","https://www.ditan.com/news/hot/3616.html"
"官方媒体/主流媒体","环球时报-环球网","1","hot","欧委会在对华电动汽车反补贴调查中涉嫌违背WTO规则","https://www.ditan.com/news/hot/487.html"
"地方政府/地方主管部门","环球市场播报","1","hot","华盛顿州碳市场结算价飙升 24%，巩固美国碳价最高州地位","https://www.ditan.com/news/hot/7135.html"
"公众号/自媒体/个人号","黄师傅说电","1","themes","114号文解读：可靠容量定义及计算方法解析","https://www.ditan.com/news/themes/100623.html"
"公众号/自媒体/个人号","黄师傅说电公众号","1","hot","分布式光伏发电收益模式变迁：从补贴驱动到市场多元发展","https://www.ditan.com/news/hot/6863.html"
"企业/项目公司","激活出海澎湃“向新力”，侨交会2024（迪拜）智能科技展盛大启幕","1","hot","激活出海澎湃“向新力”，侨交会2024（迪拜）智能科技展盛大启幕","https://www.ditan.com/news/hot/6138.html"
"地方政府/地方主管部门","吉林省发改委","1","hot","首次竞价区间150-334元/兆瓦时！吉林136号文发布！","https://www.ditan.com/news/hot/8658.html"
"中央部委/国务院/监管","吉林省发展和改革委员会","1","hot","吉林首次机制电价竞价：风电、光伏竞价区间0.15-0.334元/kWh","https://www.ditan.com/news/hot/8842.html"
"地方政府/地方主管部门","吉林省工业和信息化厅","1","hot","吉林组织开展2025年度国家级绿色工厂及绿色工业园区推荐工作","https://www.ditan.com/news/hot/8681.html"
"地方政府/地方主管部门","吉林省人民政府","1","hot","吉林省发布《关于进一步推动高水平开放发展的若干措施》，开启开放发展新篇章","https://www.ditan.com/news/hot/6983.html"
"地方政府/地方主管部门","建德市人民政府","1","hot","浙江建德市：到2027年底完成光伏装机退役1万千瓦以上","https://www.ditan.com/news/hot/5734.html"
"地方政府/地方主管部门","江门市发展和改革局","1","hot","800MW！广东又一地公布重点海上风电项目","https://www.ditan.com/news/hot/3486.html"
"地方政府/地方主管部门","江门市应急管理局","1","hot","江门应急局挂牌督办台山白沙镇高坠事故调查","https://www.ditan.com/news/hot/7024.html"
"地方政府/地方主管部门","江山市发展和改革局","1","hot","浙江江山：提升工业园区用户侧储能规模，适时出台新型储能补贴政策","https://www.ditan.com/news/hot/5519.html"
"地方政府/地方主管部门","江苏南京：积极培育储能与氢能等未来产业，争创国家未来产业先导区","1","hot","江苏南京：积极培育储能与氢能等未来产业，争创国家未来产业先导区","https://www.ditan.com/news/hot/5871.html"
"地方政府/地方主管部门","江苏省发展改革委","1","hot","江苏“136号文”竞价启动：电价0.25~0.391元/度，机制电量130亿千瓦时，单体不超90%","https://www.ditan.com/news/hot/8796.html"
"中央部委/国务院/监管","江苏省国资委","1","hot","由“黑”变“绿”！徐矿集团深化清洁高效利用煤炭","https://www.ditan.com/news/hot/5478.html"
"地方政府/地方主管部门","江苏省科技厅","1","hot","含液流电池储能等！14项目将获江苏2024年度双碳科技创新资金","https://www.ditan.com/news/hot/5666.html"
"地方政府/地方主管部门","江苏省政府办公厅","1","hot","江苏：发展储能、智能微电网，高标准建设零碳工厂","https://www.ditan.com/news/hot/10534.html"
"中央部委/国务院/监管","江苏镇江市发展和改革委员会","1","hot","立即制订措施落实整改！江苏镇江储能电站安全生产管理工作征意见","https://www.ditan.com/news/hot/5962.html"
"地方政府/地方主管部门","江西电力交易中心","1","hot","江西发布电力市场履约保障新规 2023 年版旧规同步废止","https://www.ditan.com/news/hot/9150.html"
"企业/项目公司","江西赣锋锂电科技股份有限公司","1","bidding","赣锋锂电中标1GWh项目并获济柴优秀供应商称号","https://www.ditan.com/news/bidding/11593.html"
"地方政府/地方主管部门","江西省发改委","1","hot","江西：关于进一步做好可再生能源发电项目建档立卡工作的通知","https://www.ditan.com/news/hot/5558.html"
"地方政府/地方主管部门","江西省工业和信息化","1","hot","七部门联合印发《江西省加快推动制造业绿色化发展实施方案》","https://www.ditan.com/news/hot/8873.html"
"地方政府/地方主管部门","江西省工业和信息化厅","1","hot","大力推广绿色装备 《江西省推动工业设备更新和技术改造实施方案》发布","https://www.ditan.com/news/hot/4500.html"
"地方政府/地方主管部门","江西省能源局","1","hot","江西征求2026年全省电力市场化交易有关意见","https://www.ditan.com/news/hot/8833.html"
"地方政府/地方主管部门","江西省商务厅","1","hot","江西：对报废符合条件的两类旧车并购买新能源乘用车，补贴2万元","https://www.ditan.com/news/hot/5456.html"
"地方政府/地方主管部门","江西省生态环境厅","1","hot","江西省开展温室气体自愿减排项目开发试点工作","https://www.ditan.com/news/hot/4880.html"
"地方政府/地方主管部门","江西省市场监管局","1","hot","江西省市场监管局规范电动自行车充电收费行为公告","https://www.ditan.com/news/hot/6079.html"
"地方政府/地方主管部门","江西省统计局","1","hot","江西2025年上半年全省规上工业能源数据解读：清洁电力增长较快","https://www.ditan.com/news/hot/8088.html"
"地方政府/地方主管部门","江西省住房和城乡建设厅","1","hot","江西省住建厅就建筑光伏系统应用技术规程征求意见","https://www.ditan.com/news/hot/10126.html"
"企业/项目公司","节能改造能源管理碳核查碳交易","1","hot","两部门：到2027年，初步建立煤炭产能储备制度","https://www.ditan.com/news/hot/3606.html"
"企业/项目公司","解放日报·","1","hot","南开大学副校长：要让电动汽车充一次电，就能跑1000公里以上","https://www.ditan.com/news/hot/1684.html"
"企业/项目公司","金风服务","1","hot","金风服务：风电控制系统国产化改造，守护能源安全新征程","https://www.ditan.com/news/hot/6384.html"
"地方政府/地方主管部门","晋城市人民政府","1","hot","晋城 2024 - 2026 年电动汽车充（换）电布局规划印发","https://www.ditan.com/news/hot/6139.html"
"其他/待人工判断","经济观察报","1","hot","储能行业迎小阳春：产量增84%，招工忙、央企频发大单","https://www.ditan.com/news/hot/100801.html"
"地方政府/地方主管部门","荆门市政府","1","hot","湖北荆门市空气质量持续改善行动方案（2024—2025年）","https://www.ditan.com/news/hot/5816.html"
"企业/项目公司","巨力索具股份有限公司","1","hot","巨力索具助力 “启航号” 成功吊装，开启海上风电新篇章","https://www.ditan.com/news/hot/6654.html"
"其他/待人工判断","巨仁企业服务中心","1","themes","两岸三企达成碳汇战略合作，助力 “双碳” 目标","https://www.ditan.com/news/themes/7257.html"
"行业媒体/垂直资讯","聚合储能","1","hot","聚合储能永仁300MW全钒液流电站项目供应链交流会召开","https://www.ditan.com/news/hot/100789.html"
"其他/待人工判断","聚焦襄垣","1","hot","襄垣经开区储能项目建设正酣，冲刺调试阶段","https://www.ditan.com/news/hot/100664.html"
"企业/项目公司","聚势同行，以质致远，侨交会2024（迪拜）智能科技展圆满收官","1","hot","聚势同行，以质致远，侨交会2024（迪拜）智能科技展圆满收官","https://www.ditan.com/news/hot/6160.html"
"地方政府/地方主管部门","开封市新宋风建设投资有限公司","1","hot","总投资6.85亿元！河南100MW风电项目开工","https://www.ditan.com/news/hot/7988.html"
"地方政府/地方主管部门","凯里市人民政府","1","hot","30亿！贵州6GW高效电池智能制造项目公示","https://www.ditan.com/news/hot/5492.html"
"企业/项目公司","科技部","1","hot","科技部关于发布国家绿色低碳先进技术成果目录的公告","https://www.ditan.com/news/hot/61.html"
"企业/项目公司","科技领导者聚首GTLC，低碳足球赛展现绿色激情","1","hot","科技领导者聚首GTLC，低碳足球赛展现绿色激情","https://www.ditan.com/news/hot/5552.html"
"地方政府/地方主管部门","科技日报 云南省林草局","1","hot","云南评定962个省级森林乡村","https://www.ditan.com/news/hot/985.html"
"企业/项目公司","科技司","1","hot","工信部公示锂离子电池生产质量管理国标报批意见","https://www.ditan.com/news/hot/9886.html"
"其他/待人工判断","可胜技术Cosin Solar","1","bidding","可胜技术中标海阳核电风光火核储一体化项目","https://www.ditan.com/news/bidding/10930.html"
"中央部委/国务院/监管","昆明市发展和改革委员会","1","hot","云南昆明：积极谋划推动宜良“绿电直供”“零碳园区”建设","https://www.ditan.com/news/hot/7919.html"
"地方政府/地方主管部门","昆明市人民政府","1","hot","昆明印发方案推进空气质量持续改善，多项举措并行","https://www.ditan.com/news/hot/6830.html"
"地方政府/地方主管部门","昆山市市政府","1","hot","昆山市印发2026年优化营商环境行动方案","https://www.ditan.com/news/hot/10600.html"
"地方政府/地方主管部门","郎溪县人民政府","1","hot","最高奖励500万元！安徽郎溪县支持新能源制造业产业高质量发展十条措施（试行）出炉","https://www.ditan.com/news/hot/3583.html"
"协会/联盟/研究机构","朗新研究院","1","hot","绿氢技术怎么选？“R-E-A-P”体系给你“收获”","https://www.ditan.com/news/hot/8232.html"
"中央部委/国务院/监管","李高任生态环境部副部长","1","hot","李高任生态环境部副部长","https://www.ditan.com/news/hot/7012.html"
"其他/待人工判断","连云港海事局","1","hot","江苏连云港拟出台海上光伏海事监管暂行办法","https://www.ditan.com/news/hot/5274.html"
"中央部委/国务院/监管","连云港市发展和改革委员会","1","hot","连云港市分布式光伏接入电网可开放容量公布","https://www.ditan.com/news/hot/8065.html"
"地方政府/地方主管部门","连云港市人民政府","1","hot","连云港出台方案推动优质制造业企业发展","https://www.ditan.com/news/hot/100589.html"
"协会/联盟/研究机构","联合国网站","1","hot","联合国环境署年度报告：全球加速应对三重地球危机刻不容缓","https://www.ditan.com/news/hot/6891.html"
"协会/联盟/研究机构","联合国新闻","1","hot","联合国为全球内陆运输到2050年实现碳中和制定脱碳战略","https://www.ditan.com/news/hot/1536.html"
"其他/待人工判断","联合早报","1","hot","甲烷测量过时且不准，印尼严重少报排放量","https://www.ditan.com/news/hot/1688.html"
"地方政府/地方主管部门","辽宁省发展改革委","1","hot","辽宁省发展改革委公开征求新能源项目意见","https://www.ditan.com/news/hot/11263.html"
"中央部委/国务院/监管","辽宁省发展和改革委员会","1","hot","辽宁：将绿色改造项目，纳入人民银行碳减排支持范围","https://www.ditan.com/news/hot/10739.html"
"地方政府/地方主管部门","临沧市人民政府","1","hot","云南临沧：加大中缅新能源开发力度 规划5GW风光储项目","https://www.ditan.com/news/hot/7921.html"
"企业/项目公司","临港集团","1","hot","中国首单！临港集团与特斯拉完成Megapack储能系统订单签约","https://www.ditan.com/news/hot/4060.html"
"地方政府/地方主管部门","临港区管委会","1","hot","最高奖励500万！这一地启动2023年氢车奖励申报！","https://www.ditan.com/news/hot/5852.html"
"地方政府/地方主管部门","灵武市人民政府","1","hot","灵武市 2024 年成绩单亮眼，2025 年开启高质量发展新征程","https://www.ditan.com/news/hot/6790.html"
"其他/待人工判断","零碳知识局","1","hot","法国放弃可再生能源目标","https://www.ditan.com/news/hot/1320.html"
"地方政府/地方主管部门","柳州市发改委","1","hot","不超300MW！广西柳州启动分散式风电投资主体比选","https://www.ditan.com/news/hot/7842.html"
"行业媒体/垂直资讯","六部门发布光伏组件综合利用指导意见","1","hot","六部门发布光伏组件综合利用指导意见","https://www.ditan.com/news/hot/11197.html"
"地方政府/地方主管部门","六盘水市水城区人民政府","1","hot","可申请CCUS专项补贴！5亿立方米/年煤制天然气项目推介","https://www.ditan.com/news/hot/7974.html"
"其他/待人工判断","绿创碳和","1","hot","国常会审议通过《制造业绿色低碳发展行动方案（2025－2027年）》","https://www.ditan.com/news/hot/7430.html"
"其他/待人工判断","绿地金创","1","themes","“海上论碳会客厅”大咖开讲 | 共话新加坡建筑能效提升与建筑碳信用实践","https://www.ditan.com/news/themes/7256.html"
"行业媒体/垂直资讯","绿色碳生态，智储创时代！第四届EESA储能展邀您参与！","1","hot","绿色碳生态，智储创时代！第四届EESA储能展邀您参与！","https://www.ditan.com/news/hot/6095.html"
"会议/活动/展会","锚定中东乘势出海，侨交会迪拜展吹响集结号","1","hot","锚定中东乘势出海，侨交会迪拜展吹响集结号","https://www.ditan.com/news/hot/6096.html"
"其他/待人工判断","美国木材工业和森林碳信用计划可以共存吗？","1","hot","美国木材工业和森林碳信用计划可以共存吗？","https://www.ditan.com/news/hot/8213.html"
"其他/待人工判断","木垒零距离","1","hot","新疆木垒：加速1000万千瓦风电项目建设","https://www.ditan.com/news/hot/7703.html"
"地方政府/地方主管部门","南充市生态环境局","1","hot","南充市危险废物利用处置能力建设投资引导性建议公告","https://www.ditan.com/news/hot/6119.html"
"其他/待人工判断","南方财经全媒体","1","hot","交通银行行长刘珺：为共建清洁美丽世界作出更大贡献","https://www.ditan.com/news/hot/327.html"
"地方政府/地方主管部门","南方都市报","1","hot","国家发改委：不简单以达峰时间峰值高低评价碳达峰试点","https://www.ditan.com/news/hot/485.html"
"地方政府/地方主管部门","南方能源监管局","1","hot","南方能源监管局召开2026年广东电力厂网联席会议","https://www.ditan.com/news/hot/11049.html"
"地方政府/地方主管部门","南京市人民政府","1","hot","南京印发《南京市空气质量持续改善行动计划实施方案》","https://www.ditan.com/news/hot/5202.html"
"其他/待人工判断","南京首笔“生态贷”落地浦口，破解环保企业融资难题","1","hot","南京首笔“生态贷”落地浦口，破解环保企业融资难题","https://www.ditan.com/news/hot/8284.html"
"地方政府/地方主管部门","内蒙古电力交易中心","1","hot","内蒙古开展2026年售电代理关系建立工作的通知及风险提示","https://www.ditan.com/news/hot/8861.html"
"央国企/能源集团/电网","内蒙古华电新能源","1","hot","重要节点！内蒙古华电278MW风电项目机组全部吊装完成 冲刺全容量并网","https://www.ditan.com/news/hot/8082.html"
"企业/项目公司","内蒙古科技厅","1","hot","固态电池、稀土催化等！内蒙古拟批准建设32家重点实验室！","https://www.ditan.com/news/hot/4370.html"
"其他/待人工判断","内蒙古人大","1","hot","《内蒙古自治区生态环境保护条例（草案）》公开征求意见","https://www.ditan.com/news/hot/5616.html"
"其他/待人工判断","内蒙古日报","1","hot","内蒙古成为全国首个新能源装机超1亿千瓦省区","https://www.ditan.com/news/hot/3532.html"
"企业/项目公司","能建国际集团","1","hot","334MW/500MWh！中亚最大规模储能电站首台储能电池舱安装就位","https://www.ditan.com/news/hot/7898.html"
"其他/待人工判断","能建龙投","1","hot","鸡西多能互补能源基地2×660MW燃煤电厂获接入系统批复","https://www.ditan.com/news/hot/8018.html"
"地方政府/地方主管部门","能源局","1","hot","关于印发《加快构建新型电力系统行动方案(2024—2027年)》的通知(发改能源〔2024〕1128号)","https://www.ditan.com/news/hot/4840.html"
"企业/项目公司","能源评论","1","hot","能源企业绿电消费 “长协锁绿”只是起点","https://www.ditan.com/news/hot/8191.html"
"企业/项目公司","能源评论·首席能源观","1","hot","车网互动正加速车网互动正加速","https://www.ditan.com/news/hot/7778.html"
"企业/项目公司","能源评论•首席能源观","1","hot","我国抽水蓄能发展：现状、优势与展望","https://www.ditan.com/news/hot/6297.html"
"企业/项目公司","能源评论杂志","1","hot","我国构建电能量+辅助服务+容量三位一体电力价格新机制","https://www.ditan.com/news/hot/100783.html"
"企业/项目公司","能源情报","1","hot","光伏出口退税取消 行业洗牌龙头迎新机","https://www.ditan.com/news/hot/9855.html"
"企业/项目公司","能源网","1","hot","瑞典Nordcell计划建造1.2GW光伏组件厂","https://www.ditan.com/news/hot/3504.html"
"企业/项目公司","能源需求侧管理","1","hot","财政部:推动经济社会发展全面绿色转型","https://www.ditan.com/news/hot/100470.html"
"企业/项目公司","能源与气候管理ECM","1","interview","专家观点 | 张希良/余润心等：全国碳市场发展历程概述","https://www.ditan.com/news/interview/7505.html"
"地方政府/地方主管部门","宁波市能源局","1","hot","家庭屋顶光伏将取消补贴！浙江宁波市发文征求意见！","https://www.ditan.com/news/hot/5728.html"
"地方政府/地方主管部门","宁夏电力交易中心","1","hot","宁夏公示2家售电公司入市注册信息","https://www.ditan.com/news/hot/6108.html"
"地方政府/地方主管部门","宁夏回族自治区人民政府","1","hot","《宁夏回族自治区气候资源保护和开发利用办法》印发","https://www.ditan.com/news/hot/8568.html"
"地方政府/地方主管部门","宁夏银川市人民政府","1","hot","宁夏银川市：加快实施5GW太阳能光伏组件等项目","https://www.ditan.com/news/hot/7469.html"
"企业/项目公司","欧冶云商股份有限公司","1","themes","APCIC亚太碳中和创新示范社区发起单位介绍","https://www.ditan.com/news/themes/7975.html"
"其他/待人工判断","欧洲时报","1","hot","2023年法国温室气体减排获显著成绩","https://www.ditan.com/news/hot/3375.html"
"地方政府/地方主管部门","盘锦市人民政府","1","hot","盘锦 2025：砥砺奋进谱新篇，全面振兴启新程","https://www.ditan.com/news/hot/6647.html"
"其他/待人工判断","澎湃记者","1","bidding","新疆石河子市计划投资2100亿元，涉及5个方面43个项目","https://www.ditan.com/news/bidding/333.html"
"地方政府/地方主管部门","澎湃新闻、中央人民政府","1","hot","重磅！国务院印发《空气质量持续改善行动计划》","https://www.ditan.com/news/hot/717.html"
"官方媒体/主流媒体","澎湃新闻·澎湃号·政务","1","hot","潍坊港将建全国首个零碳港口","https://www.ditan.com/news/hot/3333.html"
"其他/待人工判断","期货日报","1","hot","期货市场助力绿色发展，多元举措蓄势待发","https://www.ditan.com/news/hot/7123.html"
"其他/待人工判断","期货日报网","1","hot","电解铝行业拟纳入全国碳市场","https://www.ditan.com/news/hot/1728.html"
"其他/待人工判断","企查查","1","hot","注资1亿 央企子公司成立动力电池回收企业","https://www.ditan.com/news/hot/1702.html"
"其他/待人工判断","起点锂电","1","hot","大圆柱电池：全面量产时代将至，多领域应用迎新潮","https://www.ditan.com/news/hot/6382.html"
"其他/待人工判断","气候变化与规则","1","hot","欧盟已正式通过立法，从2026年9月起禁止基于碳抵消的“碳中和”声明","https://www.ditan.com/news/hot/1634.html"
"企业/项目公司","千瓦科技官网","1","hot","世界地球日|千瓦科技携旗下低碳网亮相海湾低碳发展促进大会","https://www.ditan.com/news/hot/3707.html"
"中央部委/国务院/监管","黔西南州发展和改革委员会","1","hot","黔西南州 2025 年经济社会发展计划重点发布","https://www.ditan.com/news/hot/7056.html"
"地方政府/地方主管部门","黔西南州人民政府","1","hot","黔西南州发布气候资源保护开发办法，开启绿色发展新程","https://www.ditan.com/news/hot/6625.html"
"其他/待人工判断","秦山核电","1","hot","寒潮来袭！我国南方地区首个核能供热项目第四个供暖季即将开启","https://www.ditan.com/news/hot/6187.html"
"地方政府/地方主管部门","青岛市工业和信息化局","1","hot","《青岛市工业领域碳达峰工作方案》发布","https://www.ditan.com/news/hot/5283.html"
"地方政府/地方主管部门","青岛市公共资源交易电子服务系统","1","bidding","总投资13.5亿！青岛融合零碳智慧运营产业园项目工程总承包招标！","https://www.ditan.com/news/bidding/113.html"
"地方政府/地方主管部门","青岛市住房和城乡建设局","1","hot","2024年山东省绿色建筑与建筑节能试点申报开启","https://www.ditan.com/news/hot/5368.html"
"其他/待人工判断","青岛西海岸发布","1","hot","我国首个工厂化海水直接制氢科研项目在青岛建成试运行","https://www.ditan.com/news/hot/6342.html"
"地方政府/地方主管部门","青海电力交易中心","1","hot","青海电力现货市场第三次结算试运行情况通报：实时市场日均出清电量1.5613亿千瓦时","https://www.ditan.com/news/hot/7972.html"
"地方政府/地方主管部门","青海省发展改革委","1","hot","青海省发挥清洁能源资源优势 推动实现绿电价值转化","https://www.ditan.com/news/hot/8357.html"
"地方政府/地方主管部门","青海省科学技术厅","1","hot","青海：开展绿电溯源认证、绿电交易、能源互联网等关键技术研发","https://www.ditan.com/news/hot/4775.html"
"地方政府/地方主管部门","青海省能源局","1","hot","青海省新能源项目开发建设管理办法征求意见稿发布","https://www.ditan.com/news/hot/8481.html"
"地方政府/地方主管部门","青海省商务厅","1","hot","全文 | 《青海省推进绿色低碳转型加快融入全国碳市场建设实施方案》印发","https://www.ditan.com/news/hot/8862.html"
"地方政府/地方主管部门","青海省推动工业绿色转型实施方案","1","hot","青海省推动工业绿色转型实施方案","https://www.ditan.com/news/hot/5681.html"
"中央部委/国务院/监管","青海市发展和改革委员会","1","hot","青海发改委印发绿电方案，精准助力出口企业降碳","https://www.ditan.com/news/hot/8369.html"
"协会/联盟/研究机构","清华大学能源环境经济研究所","1","hot","“酒店业绿色低碳转型案例与经验分享会”在澳门环保展举行","https://www.ditan.com/news/hot/3577.html"
"地方政府/地方主管部门","清远市政府","1","hot","广东清远发文：鼓励工业企业自建分布式光伏发电系统和新型储能设施","https://www.ditan.com/news/hot/4033.html"
"其他/待人工判断","求是网","1","hot","加快规划建设新型能源体系！习近平总书记《关于〈中共中央关于进一步全面深化改革、推进中国式现代化的决定〉的说明》","https://www.ditan.com/news/hot/4948.html"
"其他/待人工判断","全国风力发电标准化技术委员会","1","hot","三项国家级风电标准正式发布，11月1日实施！","https://www.ditan.com/news/hot/3882.html"
"其他/待人工判断","全国工商联","1","hot","2025中国民营企业500强发布报告：83%的企业推进绿色低碳转型","https://www.ditan.com/news/hot/8342.html"
"地方政府/地方主管部门","全国公共资源交易中心","1","bidding","1.1MW/2.365MWh！安徽广银铝业用户侧储能项目EPC（总承包）工程项目招标","https://www.ditan.com/news/bidding/3630.html"
"企业/项目公司","全球能源互联网发展合作组织","1","interview","辛保安与联合国副秘书长、非经委执秘加泰特举行会谈","https://www.ditan.com/news/interview/5206.html"
"企业/项目公司","全应科技","1","hot","双化协同发展推进能源资源转型升级","https://www.ditan.com/news/hot/5133.html"
"官方媒体/主流媒体","人民日报客户端","1","hot","全国首个企业电-碳-金融服务中心成立","https://www.ditan.com/news/hot/4685.html"
"地方政府/地方主管部门","人民日报客户端、新华社河北雄安新区","1","hot","3月23日习近平总书记考察河北雄安新区","https://www.ditan.com/news/hot/100605.html"
"官方媒体/主流媒体","人民网-国际频道","1","hot","联合国政府间气候变化专门委员会第60次全会在土耳其闭幕","https://www.ditan.com/news/hot/1226.html"
